bag,name,sprite,sprite2,class2,occasion,once,bag2,throw,gen,game,rgby,gsc,rse,frlg,dppt,hgss,bwb2w2,xyoras,smusum,lple,swsh,bdsp,effect,xy,oras,spritesize,sprite3,class3,img,size,la,lp,swshe,section,section1,球果盒,held,bw,b2w2,lg,rgb,p,pt,d,bd,sp,class,m,usum,w,w2,b,b2,ru,ss,sa,hg,e,tcg,sm,5b,sprite4,class4,bwb2y2,snum,basis,pluck,bugbite,type,power,color,bnum,sprite5,class5,jpname,enname,section2,class6,sprite6,sprite7,class7,c,or,rs,dp,as,s,us,um,class1
道具,,Bag 红牌 Sprite.png30px,,,,,道具、其他道具,,,{{道具信息框/game,,,,,,,y,,y,,y,,"携带该道具的宝可梦受到任何攻击招式的伤害后，攻击方随机替换任意宝可梦。
红牌的效果优先于急速折返与伏特替换的招式效果。
红牌会对吸盘特性的宝可梦发动，但由于特性效果，对方不会被换下。
当以下情况时，红牌会发动：
持有者发动画皮特性时；
攻击者处于替身保护时；
受到连续招式攻击时，攻击完全结束后再发动。
当以下情况时，红牌不会发动：
受到野生宝可梦攻击时；
受到小偷、渴望攻击时，红牌被攻击方夺取；
受到龙尾、巴投攻击时；
持有者受到攻击后陷入濒死状态时；
持有者处于替身保护时；
如果持有者特性是强行。
极巨化宝可梦不会因为对手的红牌而被替换。",y,y,,,,Dream 红牌 Sprite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 标靶 Sprite.png30px,,,,,道具、其他道具,,,{{道具信息框/game,,,,,,,y,,y,,y,,"携带该道具的宝可梦受到招式攻击时，不会出现由于属性相性引发的没有效果：
以下情况属性相性改为1×，另一属性参与计算：
携带标靶的恶屬性宝可梦可以被超能力屬性招式命中；
携带标靶的钢屬性宝可梦可以被毒屬性招式命中；
携带标靶的幽灵屬性宝可梦可以被格斗屬性及一般屬性招式命中；
携带标靶的一般屬性宝可梦可以被幽灵屬性招式命中；
携带标靶的地面屬性宝可梦可以被电屬性招式命中；
携带标靶的妖精屬性宝可梦可以被龙屬性招式命中；
携带标靶的飞行屬性宝可梦可以被地面屬性招式命中，但除此之外，飞行屬性宝可梦并不会因为携带了标靶而被视为地面上的宝可梦（与携带黑色铁球的情况不同）；
该道具对变化招式的使用没有任何影响，除了：
携带标靶的地面屬性宝可梦可以被电磁波（正常情况）命中；
携带标靶的幽灵屬性宝可梦可以被电磁波（一般皮肤）命中；
因特性（如神奇守护）使某些属性招式对其无效的宝可梦，依然不能被该属性的招式命中。",y,y,,,,Dream 标靶 Sprite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,紧绑束带,Dream 紧绑束带 Sprite.png30px,Bag 紧绑束带 Sprite.png,道具,,,道具,,,{{道具信息框/game,,,,,,,y,,y,,y,y,携带该道具的宝可梦使用的绑紧招式，所造成的束缚状态伤害从1⁄8提升到1⁄6。,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 球根 Sprite.png30px,,,,,道具、其他道具,,,{{道具信息框/game,,,,,,,y,,y,,y,,"携带该道具的宝可梦受到水屬性招式伤害时，提升1级特攻。
如果携带者已经特攻能力变化为↑↑↑↑↑↑，该道具不会触发。
特性为引水、储水或干燥皮肤的宝可梦携带该道具不会产生效果。
如果有多只宝可梦携带光苔和球根并受到水屬性招式伤害时，则触发共生特性之前，触发光苔和球根。",y,y,,,,Dream 球根 Sprite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 充电电池 Sprite.png30px,,,,,道具、其他道具,,,{{道具信息框/game,,,,,,,y,,y,,y,,"携带该道具的宝可梦受到电屬性招式伤害时，提升1级攻击。
地面屬性宝可梦和特性为蓄电、电气引擎或避雷针的宝可梦携带该道具不会产生效果。",y,y,,,,Dream 充电电池 Sprite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 逃脱按键 Sprite.png30px,,,,,道具、其他道具,,,{{道具信息框/game,,,,,,,y,,y,,y,,"携带该道具的宝可梦受到招式伤害且不为濒死时，自身下场，由它的训练家选择一个其他的同行宝可梦进行替换。
如果携带该道具的宝可梦为野生宝可梦或者其队伍中没有可以替换的宝可梦，逃脱按键不会发动。
携带该道具的目标受到连续招式攻击时，逃脱按键在最后一次攻击后发动。
其中龙箭如果两发击中了两个不同的携带逃脱按键的目标，则在两发攻击结束后，只有速度快的目标发动逃脱按键，与玩家选择的目标和发射顺序无关。
携带该道具的多个目标受到一次招式攻击时，只有速度最高的宝可梦才会发动道具效果。
携带该道具的目标在替身状态下，逃脱按键不会发动。
携带该道具的宝可梦极巨化不可以避免道具的发动。
触发逃脱按键的效果时，伏特替换、急速折返和快速折返的替换效果不会发动。
该道具的发动不受吸盘特性影响，不受无法逃走状态影响。
发动了强行特性的招式无法使得目标携带的逃脱按键发动。
携带该道具的宝可梦受到龙尾或巴投招式攻击时，招式附加效果先发动，逃脱按键不会发动。
携带该道具的宝可梦受到攻击时，拍落、小偷、渴望的附加效果和魔术师的效果先于逃脱按键发动，逃脱按键不会发动。
携带该道具的宝可梦攻击具有顺手牵羊特性的宝可梦触发特性时，该特性会在攻击之后发动，逃脱按键不会发动。
具有危险回避或跃跃欲逃特性的宝可梦携带该道具时，如果特性与道具同时可以被触发，那么逃脱按键会先于特性发动。",y,y,,,,Dream 逃脱按键 Sprite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 火之宝石 Sprite.png30px,,,,,道具、其他道具,,,{{道具信息框/game,,,,,,,y,,,,,,使用火屬性招式时，提升本次攻击30%的威力。,,,,,,Dream 火之宝石 Sprite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 水之宝石 Sprite.png30px,,,,,道具、其他道具,,,{{道具信息框/game,,,,,,,y,,,,,,使用水屬性招式时，提升本次攻击30%的威力。,,,,,,Dream 水之宝石 Sprite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 电之宝石 Sprite.png30px,,,,,道具、其他道具,,,{{道具信息框/game,,,,,,,y,,,,,,使用电屬性招式时，提升本次攻击30%的威力。,,,,,,Dream 电之宝石 Sprite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 草之宝石 Sprite.png30px,,,,,道具、其他道具,,,{{道具信息框/game,,,,,,,y,,,,,,使用草屬性招式时，提升本次攻击30%的威力。,,,,,,Dream 草之宝石 Sprite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 冰之宝石 Sprite.png30px,,,,,道具,,,{{道具信息框/game,,,,,,,y,,,,,,使用冰屬性招式时，提升本次攻击30%的威力。,,,,,,Dream 冰之宝石 Sprite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 格斗宝石 Sprite.png30px,,,,,道具,,,{{道具信息框/game,,,,,,,y,,,,,,使用格斗屬性招式时，提升本次攻击30%的威力。,,,,,,Dream 格斗宝石 Sprite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 火之宝石 Sprite.png30px,,,,,道具,,,{{道具信息框/game,,,,,,,y,,,,,,使用毒屬性招式时，提升本次攻击30%的威力。,,,,,,Dream 火之宝石 Sprite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 地面宝石 Sprite.png30px,,,,,道具,,,{{道具信息框/game,,,,,,,y,,,,,,使用地面屬性招式时，提升本次攻击30%的威力。,,,,,,Dream 地面宝石 Sprite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 飞行宝石 Sprite.png30px,,,,,道具,,,{{道具信息框/game,,,,,,,y,,,,,,使用飞行屬性招式时，提升本次攻击30%的威力。,,,,,,Dream 飞行宝石 Sprite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 超能力宝石 Sprite.png30px,,,,,道具,,,{{道具信息框/game,,,,,,,y,,,,,,使用超能力屬性招式时，提升本次攻击30%的威力。,,,,,,Dream 超能力宝石 Sprite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 虫之宝石 Sprite.png30px,,,,,道具,,,{{道具信息框/game,,,,,,,y,,,,,,使用虫屬性招式时，提升本次攻击30%的威力。,,,,,,Dream 虫之宝石 Sprite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 岩石宝石 Sprite.png30px,,,,,道具,,,{{道具信息框/game,,,,,,,y,,,,,,使用岩石屬性招式时，提升本次攻击30%的威力。,,,,,,Dream 岩石宝石 Sprite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 幽灵宝石 Sprite.png30px,,,,,道具,,,{{道具信息框/game,,,,,,,y,,,,,,使用幽灵屬性招式时，提升本次攻击30%的威力。,,,,,,Dream 幽灵宝石 Sprite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 龙之宝石 Sprite.png30px,,,,,道具,,,{{道具信息框/game,,,,,,,y,,,,,,使用龙屬性招式时，提升本次攻击30%的威力。,,,,,,Dream 龙之宝石 Sprite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 恶之宝石 Sprite.png30px,,,,,道具,,,{{道具信息框/game,,,,,,,y,,,,,,使用恶屬性招式时，提升本次攻击30%的威力。,,,,,,Dream 恶之宝石 Sprite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 钢之宝石 Sprite.png30px,,,,,道具,,,{{道具信息框/game,,,,,,,y,,,,,,使用钢屬性招式时，提升本次攻击30%的威力。,,,,,,Dream 钢之宝石 Sprite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 一般宝石 Sprite.png30px,,,,,道具、其他道具,,,{{道具信息框/game,,,,,,,y,,y,,y,,使用一般屬性招式时，提升本次攻击30%的威力。,y,y,,,,Dream 一般宝石 Sprite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 弱点保险 Sprite.png30px,,,,,道具、其他道具,,,{{道具信息框/game,,,,,,,,,y,,y,,"持有该道具的宝可梦遭到效果絕佳攻击时，攻击和特攻上升2级。
持有该道具的宝可梦的攻击和特攻能力变化为+6时，攻击和特攻能力变化不再提升，且不会触发道具。（对于拥有唱反调特性的宝可梦，攻击和特攻能力变化为-6时，不再降低，且不会触发道具）
持有该道具的宝可梦受到拍落或小偷招式攻击且效果绝佳时，弱点保险仍能触发。拥有魔术师特性的宝可梦使用效果绝佳的招式攻击携带弱点保险的目标时，弱点保险先于魔术师特性触发。
多个携带弱点保险的宝可梦可以被一次攻击同时触发。如果场上此时有共生特性的宝可梦，则所有弱点保险都会先于共生特性被触发。",y,y,,,,Dream 弱点保险 Sprite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,突击背心,Bag 突击背心 Sprite.png,,,in,,,80,6,{{道具信息框/game,,,,,,,,,y,,y,,"携带该道具的宝可梦的特防提高50％，无法使用变化招式。
当携带该道具的宝可梦在物理招式、特殊招式ＰＰ为零时，或者在因为无理取闹或再来一次状态而无法使用物理招式与特殊招式时，只能使用挣扎。
在第八世代之前存在例外情况：携带突击背心时可以使用变化招式抢先一步。
以下情况仍能使用变化招式：
若携带该道具的宝可梦选择招式为变化招式，在选择招式后，携带物品变为突击背心时；
对携带该道具的宝可梦使用号令；
携带该道具的宝可梦仍然能触发舞者特性。",y,y,,,,Dream 突击背心 Sprite.png,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 妖精石板 LA Sprite.png30px,Bag 妖精石板 BDSP Sprite.png30px,道具,,,道具、其他道具、重要物品,,,{{道具信息框/game,,,,,,,,,y,,y,y,"携带该道具的宝可梦的妖精屬性招式威力提升20%，学会的制裁光砾变为妖精属性。
携带该道具的阿尔宙斯属性变为妖精属性。",y,y,,Bag 妖精石板 Sprite.png30px,道具,Dream 妖精石板 Sprite.png,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 妖精宝石 Sprite.png30px,,,in,yes,道具、其他道具,,,,,,,,,,,,,,,,使用妖精屬性招式时发动，提升本次攻击30%的威力。,,,,,,Dream 妖精宝石 Sprite.png,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 泡沫奶油 Sprite.png30px,,,,,道具、其他道具,,,{{道具信息框/game,,,,,,,,,y,,y,,绵绵泡芙携带该道具连接交换进化为 胖甜妮。,y,y,,,,Dream 泡沫奶油 Sprite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 香袋 Sprite.png30px,,,,,道具、其他道具,,,{{道具信息框/game,,,,,,,,,y,,y,,粉香香携带该道具连接交换进化为 芳香精。,y,y,,,,Dream 香袋 Sprite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 光苔 Sprite.png30px,,,,,道具、其他道具,,,{{道具信息框/game,,,,,,,,,y,,y,,携带该道具的宝可梦受到水屬性招式伤害时，提升1级特防。,y,y,,,,Dream 光苔 Sprite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 雪球 Sprite.png30px,,,,,道具、其他道具,,,{{道具信息框/game,,,,,,,,,y,,y,,携带该道具的宝可梦受到冰屬性招式伤害时，提升1级攻击。,y,y,,,,Dream 雪球 Sprite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 防尘护目镜 Sprite.png30px,,,,,道具、其他道具,,,{{道具信息框/game,,,,,,,,,y,,y,,携带此道具的宝可梦免疫沙暴、冰雹天气的伤害和粉末类招式及特性孢子。,y,y,,,,Dream 防尘护目镜 Sprite.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,妙蛙花进化石,Dream 妙蛙花进化石 Sprite.png30px,Bag 妙蛙花进化石 Sprite.png,道具,,,,,,{{道具信息框/game,,,,,,,,,y,y,,,可以让妙蛙花在对战中超级进化为 超级妙蛙花。,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,喷火龙进化石Ｘ,Dream 喷火龙进化石Ｘ Sprite.png30px,Bag 喷火龙进化石Ｘ Sprite.png,道具,,,,,,{{道具信息框/game,,,,,,,,,y,y,,,可以让 喷火龙在对战中超级进化为 超级喷火龙Ｘ。,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,喷火龙进化石Ｙ,Dream 喷火龙进化石Ｙ Sprite.png30px,Bag 喷火龙进化石Ｙ Sprite.png,道具,,,,,,{{道具信息框/game,,,,,,,,,y,y,,,可以让 喷火龙在对战中超级进化为 超级喷火龙Ｙ。,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,水箭龟进化石,Dream 水箭龟进化石 Sprite.png30px,Bag 水箭龟进化石 Sprite.png,道具,,,,,,{{道具信息框/game,,,,,,,,,y,y,,,可以让 水箭龟在对战中超级进化为 超级水箭龟。,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,大针蜂进化石,Dream 大针蜂进化石 Sprite.png30px,Bag 大针蜂进化石 Sprite.png,道具,,,,,,{{道具信息框/game,,,,,,,,,y,y,,,可以让 大针蜂在对战中超级进化为 超级大针蜂。,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,大比鸟进化石,Dream 大比鸟进化石 Sprite.png30px,Bag 大比鸟进化石 Sprite.png,道具,,,,,,{{道具信息框/game,,,,,,,,,y,y,,,可以让 大比鸟在对战中超级进化为 超级大比鸟。,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,胡地进化石,Dream 胡地进化石 Sprite.png30px,Bag 胡地进化石 Sprite.png,道具,,,,,,{{道具信息框/game,,,,,,,,,y,y,,,可以让 胡地在对战中超级进化为 超级胡地。,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,呆壳兽进化石,Dream 呆壳兽进化石 Sprite.png30px,Bag 呆壳兽进化石 Sprite.png,道具,,,,,,{{道具信息框/game,,,,,,,,,y,y,,,可以让 呆壳兽在对战中超级进化为 超级呆壳兽。,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,耿鬼进化石,Dream 耿鬼进化石 Sprite.png30px,Bag 耿鬼进化石 Sprite.png,道具,,,,,,{{道具信息框/game,,,,,,,,,y,y,,,可以让 耿鬼在对战中超级进化为 超级耿鬼。,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,袋兽进化石,Dream 袋兽进化石 Sprite.png30px,Bag 袋兽进化石 Sprite.png,道具,,,,,,{{道具信息框/game,,,,,,,,,y,y,,,可以让 袋獸在对战中超级进化为 超级袋獸。,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,凯罗斯进化石,Dream 凯罗斯进化石 Sprite.png30px,Bag 凯罗斯进化石 Sprite.png,道具,,,,,,{{道具信息框/game,,,,,,,,,y,y,,,可以让 凯罗斯在对战中超级进化为 超级凯罗斯。,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,暴鲤龙进化石,Dream 暴鲤龙进化石 Sprite.png30px,Bag 暴鲤龙进化石 Sprite.png,道具,,,,,,{{道具信息框/game,,,,,,,,,y,y,,,可以让 暴鲤龙在对战中超级进化为 超级暴鲤龙。,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,化石翼龙进化石,Dream 化石翼龙进化石 Sprite.png30px,Bag 化石翼龙进化石 Sprite.png,道具,,,,,,{{道具信息框/game,,,,,,,,,y,y,,,可以让 化石翼龙在对战中超级进化为 超级化石翼龙。,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,超梦进化石Ｘ,Dream 超梦进化石Ｘ Sprite.png30px,Bag 超梦进化石Ｘ Sprite.png,道具,,,,,,{{道具信息框/game,,,,,,,,,y,y,,,可以让 超梦在对战中超级进化为 超级超梦Ｘ。,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,超梦进化石Ｙ,Dream 超梦进化石Ｙ Sprite.png30px,Bag 超梦进化石Ｙ Sprite.png,道具,,,,,,{{道具信息框/game,,,,,,,,,y,y,,,可以让 超梦在对战中超级进化为 超级超梦Ｙ。,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,电龙进化石,Dream 电龙进化石 Sprite.png30px,Bag 电龙进化石 Sprite.png,道具,,,,,,{{道具信息框/game,,,,,,,,,y,,,,可以让 电龙在对战中超级进化为 超级电龙。,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,大钢蛇进化石,Dream 大钢蛇进化石 Sprite.png30px,Bag 大钢蛇进化石 Sprite.png,道具,,,,,,{{道具信息框/game,,,,,,,,,y,,,,可以让 大钢蛇在对战中超级进化为 超级大钢蛇。,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,巨钳螳螂进化石,Dream 巨钳螳螂进化石 Sprite.png30px,Bag 巨钳螳螂进化石 Sprite.png,道具,,,,,,{{道具信息框/game,,,,,,,,,y,,,,可以让 巨钳螳螂在对战中超级进化为 超级巨钳螳螂。,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,赫拉克罗斯进化石,Dream 赫拉克罗斯进化石 Sprite.png30px,Bag 赫拉克罗斯进化石 Sprite.png,道具,,,,,,{{道具信息框/game,,,,,,,,,y,,,,可以让 赫拉克罗斯在对战中超级进化为 超级赫拉克罗斯。,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,黑鲁加进化石,Dream 黑鲁加进化石 Sprite.png30px,Bag 黑鲁加进化石 Sprite.png,道具,,,,,,{{道具信息框/game,,,,,,,,,y,,,,可以让 黑鲁加在对战中超级进化为 超级黑鲁加。,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,班基拉斯进化石,Dream 班基拉斯进化石 Sprite.png30px,Bag 班基拉斯进化石 Sprite.png,道具,,,,,,{{道具信息框/game,,,,,,,,,y,,,,可以让 班基拉斯在对战中超级进化为 超级班基拉斯。,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,蜥蜴王进化石,Dream 蜥蜴王进化石 Sprite.png30px,Bag 蜥蜴王进化石 Sprite.png,道具,,,,,,{{道具信息框/game,,,,,,,,,y,,,,可以让 蜥蜴王在对战中超级进化为 超级蜥蜴王。,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,火焰鸡进化石,Dream 火焰鸡进化石 Sprite.png30px,Bag 火焰鸡进化石 Sprite.png,道具,,,,,,{{道具信息框/game,,,,,,,,,y,,,,可以让 火焰鸡在对战中超级进化为 超级火焰鸡。,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,巨沼怪进化石,Dream 巨沼怪进化石 Sprite.png30px,Bag 巨沼怪进化石 Sprite.png,道具,,,,,,{{道具信息框/game,,,,,,,,,y,,,,可以让 巨沼怪在对战中超级进化为 超级巨沼怪。,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,沙奈朵进化石,Dream 沙奈朵进化石 Sprite.png30px,Bag 沙奈朵进化石 Sprite.png,道具,,,,,,{{道具信息框/game,,,,,,,,,y,,,,可以让 沙奈朵在对战中超级进化为 超级沙奈朵。,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,勾魂眼进化石,Dream 勾魂眼进化石 Sprite.png30px,Bag 勾魂眼进化石 Sprite.png,道具,,,,,,{{道具信息框/game,,,,,,,,,y,,,,可以让 勾魂眼在对战中超级进化为 超级勾魂眼。,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,大嘴娃进化石,Dream 大嘴娃进化石 Sprite.png30px,Bag 大嘴娃进化石 Sprite.png,道具,,,,,,{{道具信息框/game,,,,,,,,,y,,,,可以让 大嘴娃在对战中超级进化为 超级大嘴娃。,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,波士可多拉进化石,Dream 波士可多拉进化石 Sprite.png30px,Bag 波士可多拉进化石 Sprite.png,道具,,,,,,{{道具信息框/game,,,,,,,,,y,,,,可以让 波士可多拉在对战中超级进化为 超级波士可多拉。,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,恰雷姆进化石,Dream 恰雷姆进化石 Sprite.png30px,Bag 恰雷姆进化石 Sprite.png,道具,,,,,,{{道具信息框/game,,,,,,,,,y,,,,可以让 恰雷姆在对战中超级进化为 超级恰雷姆。,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,雷电兽进化石,Dream 雷电兽进化石 Sprite.png30px,Bag 雷电兽进化石 Sprite.png,道具,,,,,,{{道具信息框/game,,,,,,,,,y,,,,可以让 雷电兽在对战中超级进化为 超级雷电兽。,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,巨牙鲨进化石,Dream 巨牙鲨进化石 Sprite.png30px,Bag 巨牙鲨进化石 Sprite.png,道具,,,,,,{{道具信息框/game,,,,,,,,,y,,,,可以让 巨牙鲨在对战中超级进化为 超级巨牙鲨。,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,喷火驼进化石,Dream 喷火驼进化石 Sprite.png30px,Bag 喷火驼进化石 Sprite.png,道具,,,,,,{{道具信息框/game,,,,,,,,,y,,,,可以让 喷火驼在对战中超级进化为 超级喷火驼。,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
